_id,sessionID,siteID,stationID,spaceID,clusterID,userID,timezone,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userInput_WhPerMile,userInput_kWhRequested,userInput_milesRequested,userInput_minutesAvailable,userInput_requestedDeparture,userInput_paymentRequired
5b5b44167,CA-015234,caltech,CA-032,CA-CA-032,caltech-3,7792,America/Los_Angeles,2018-05-15 08:57:41.135366,2018-05-15 17:57:16.154881,2018-05-15 10:26:19.632520,9.751,350.0,9.96,28.5,539,2018-05-15 17:57:16.154881,True
5b34c16e2,CA-015235,caltech,CA-034,CA-CA-034,caltech-3,1970,America/Los_Angeles,2018-07-19 06:48:19.890723,2018-07-19 09:00:48.267945,2018-07-19 08:16:58.470749,9.751,250.0,11.54,46.2,132,2018-07-19 09:00:48.267945,False
5b3641e65,JP-015236,jpl,JP-029,JP-CA-029,jpl-2,7519,America/Los_Angeles,2018-06-06 07:36:01.911620,2018-06-06 11:32:55.919787,2018-06-06 08:34:38.062196,6.446,290.0,6.82,23.5,236,2018-06-06 11:32:55.919787,True
5b318223c,JP-015238,jpl,JP-017,JP-CA-017,jpl-1,7199,America/Los_Angeles,2018-07-13 08:58:49.076435,2018-07-13 12:04:41.883079,2018-07-13 11:07:11.025393,14.12,250.0,16.41,65.6,185,2018-07-13 12:04:41.883079,True
5b2404e62,JP-015239,jpl,JP-036,JP-CA-036,jpl-3,2999,America/Los_Angeles,2018-06-28 13:18:40.261443,2018-06-28 14:45:03.997938,2018-06-28 14:25:53.341170,7.394,350.0,8.94,25.5,86,2018-06-28 14:45:03.997938,False
5b2393d23,JP-015240,jpl,JP-017,JP-CA-017,jpl-1,6140,America/Los_Angeles,2018-07-12 07:52:15.463500,2018-07-12 12:20:53.170167,2018-07-12 08:45:30.879803,5.858,250.0,6.57,26.3,268,2018-07-12 12:20:53.170167,False
5b5b460b5,CA-015241,caltech,CA-005,CA-CA-005,caltech-0,1221,America/Los_Angeles,2018-07-26 08:19:52.460821,2018-07-26 13:37:45.709282,2018-07-26 09:53:16.823942,10.275,290.0,11.3,39.0,317,2018-07-26 13:37:45.709282,False
5b53f5c0f,CA-015242,caltech,CA-041,CA-CA-041,caltech-4,8520,America/Los_Angeles,2018-06-20 11:26:06.313964,2018-06-20 14:03:20.908548,2018-06-20 12:23:38.368158,6.329,250.0,6.46,25.8,157,2018-06-20 14:03:20.908548,True
5b425cb0c,JP-015245,jpl,JP-019,JP-CA-019,jpl-1,2380,America/Los_Angeles,2018-05-25 13:01:47.345183,2018-05-25 19:39:06.226048,2018-05-25 15:43:01.542549,17.736,290.0,21.97,75.7,397,2018-05-25 19:39:06.226048,True
5b120ef6f,JP-015246,jpl,JP-022,JP-CA-022,jpl-2,6092,America/Los_Angeles,2018-07-07 10:54:00.770454,2018-07-07 21:18:14.435372,2018-07-07 12:13:17.599338,8.721,320.0,10.79,33.7,624,2018-07-07 21:18:14.435372,True
5b3d7244f,CA-015248,caltech,CA-030,CA-CA-030,caltech-3,7241,America/Los_Angeles,2018-05-17 07:33:56.385403,2018-05-17 13:01:39.938886,2018-05-17 10:47:37.169980,21.305,350.0,22.47,64.2,327,2018-05-17 13:01:39.938886,False
5b225b639,CA-015249,caltech,CA-051,CA-CA-051,caltech-5,2333,America/Los_Angeles,2018-07-13 08:38:14.635360,2018-07-13 16:04:04.789579,2018-07-13 09:53:28.736375,8.276,290.0,9.03,31.1,445,2018-07-13 16:04:04.789579,False
5b1bc56c2,JP-015250,jpl,JP-036,JP-CA-036,jpl-3,8807,America/Los_Angeles,2018-06-18 08:53:51.118655,2018-06-18 12:13:01.576534,2018-06-18 10:14:40.602442,8.891,350.0,9.55,27.3,199,2018-06-18 12:13:01.576534,True
5b3087efa,JP-015251,jpl,JP-048,JP-CA-048,jpl-4,3312,America/Los_Angeles,2018-05-22 09:28:59.946019,2018-05-22 10:28:24.141218,2018-05-22 10:20:37.701570,5.679,320.0,10.4,32.5,59,2018-05-22 10:28:24.141218,True
5b1ed5f87,CA-015252,caltech,CA-038,CA-CA-038,caltech-3,4728,America/Los_Angeles,2018-05-14 08:01:41.584434,2018-05-14 12:18:17.274008,2018-05-14 09:16:29.000382,8.227,250.0,9.26,37.0,256,2018-05-14 12:18:17.274008,False
5b4b59ed4,JP-015255,jpl,JP-035,JP-CA-035,jpl-3,5291,America/Los_Angeles,2018-05-12 12:50:05.541179,2018-05-12 18:26:07.200735,2018-05-12 14:47:47.258129,12.946,350.0,15.25,43.6,336,2018-05-12 18:26:07.200735,False
5b2d9ce35,CA-015258,caltech,CA-049,CA-CA-049,caltech-4,5940,America/Los_Angeles,2018-07-08 13:04:11.535062,2018-07-08 15:18:48.315175,2018-07-08 14:22:58.699456,8.666,290.0,9.04,31.2,134,2018-07-08 15:18:48.315175,False
5b391acc7,CA-015260,caltech,CA-011,CA-CA-011,caltech-1,4004,America/Los_Angeles,2018-07-28 06:43:10.593906,2018-07-28 16:03:29.374126,2018-07-28 07:39:26.178421,6.189,400.0,6.28,15.7,560,2018-07-28 16:03:29.374126,False
5b25e5768,CA-015261,caltech,CA-021,CA-CA-021,caltech-2,1127,America/Los_Angeles,2018-05-16 08:57:48.198966,2018-05-16 11:51:28.466721,2018-05-16 10:14:47.374593,8.468,290.0,10.58,36.5,173,2018-05-16 11:51:28.466721,True
5b57d1b36,CA-015262,caltech,CA-025,CA-CA-025,caltech-2,5803,America/Los_Angeles,2018-05-11 07:23:57.675732,2018-05-11 14:26:10.989346,2018-05-11 07:56:48.200614,3.613,320.0,4.38,13.7,422,2018-05-11 14:26:10.989346,False
5bcb5cd1,JP-015263,jpl,JP-017,JP-CA-017,jpl-1,7504,America/Los_Angeles,2018-06-08 12:43:29.803252,2018-06-08 16:10:15.123138,2018-06-08 16:01:13.783137,21.751,400.0,24.54,61.3,206,2018-06-08 16:10:15.123138,False
5b3a3b5be,JP-015264,jpl,JP-015,JP-CA-015,jpl-1,7396,America/Los_Angeles,2018-07-09 13:46:20.490541,2018-07-10 03:46:20.490541,2018-07-09 14:21:10.424055,3.832,400.0,4.62,11.5,840,2018-07-10 03:46:20.490541,False
5b274d917,CA-015265,caltech,CA-053,CA-CA-053,caltech-5,2282,America/Los_Angeles,2018-07-19 09:56:58.970943,2018-07-19 18:16:00.771735,2018-07-19 11:27:19.247150,9.937,290.0,10.72,37.0,499,2018-07-19 18:16:00.771735,True
5beadf0b,CA-015267,caltech,CA-018,CA-CA-018,caltech-1,7184,America/Los_Angeles,2018-05-13 08:45:51.701109,2018-05-13 10:00:45.593061,2018-05-13 09:31:17.979923,4.998,400.0,6.08,15.2,74,2018-05-13 10:00:45.593061,False
5b3c492c4,CA-015268,caltech,CA-017,CA-CA-017,caltech-1,2784,America/Los_Angeles,2018-07-26 12:35:40.401653,2018-07-26 23:27:49.987259,2018-07-26 14:10:40.601997,10.45,400.0,11.5,28.7,652,2018-07-26 23:27:49.987259,True
5b31529d4,JP-015269,jpl,JP-011,JP-CA-011,jpl-1,5286,America/Los_Angeles,2018-05-02 14:16:23.269766,2018-05-03 02:31:49.141013,2018-05-02 15:17:11.386391,6.688,400.0,8.15,20.4,735,2018-05-03 02:31:49.141013,False
5b5ef0459,CA-015270,caltech,CA-008,CA-CA-008,caltech-0,1252,America/Los_Angeles,2018-05-01 15:01:13.422083,2018-05-01 18:25:28.866530,2018-05-01 17:49:27.062562,18.505,290.0,19.65,67.8,204,2018-05-01 18:25:28.866530,False
5b380cf14,JP-015271,jpl,JP-033,JP-CA-033,jpl-3,4056,America/Los_Angeles,2018-05-07 07:51:12.215514,2018-05-07 18:20:54.985278,2018-05-07 08:53:41.252911,6.873,290.0,8.38,28.9,629,2018-05-07 18:20:54.985278,True
5b32318d0,CA-015272,caltech,CA-013,CA-CA-013,caltech-1,5477,America/Los_Angeles,2018-05-29 07:50:37.012343,2018-05-29 12:05:55.969197,2018-05-29 08:46:57.394644,6.197,250.0,6.54,26.1,255,2018-05-29 12:05:55.969197,True
5b21e1ea2,CA-015273,caltech,CA-032,CA-CA-032,caltech-3,1125,America/Los_Angeles,2018-06-13 12:49:43.463489,2018-06-13 15:50:00.220319,2018-06-13 14:10:46.124787,8.915,290.0,10.29,35.5,180,2018-06-13 15:50:00.220319,False
5bb50fd6,CA-015274,caltech,CA-022,CA-CA-022,caltech-2,7892,America/Los_Angeles,2018-06-06 08:05:47.782098,2018-06-06 16:57:55.846786,2018-06-06 10:00:04.881166,12.571,320.0,14.48,45.2,532,2018-06-06 16:57:55.846786,False
5bb09108,JP-015276,jpl,JP-016,JP-CA-016,jpl-1,2247,America/Los_Angeles,2018-06-07 14:48:07.572309,2018-06-07 15:22:14.039025,2018-06-07 15:17:13.373408,3.201,290.0,4.6,15.9,34,2018-06-07 15:22:14.039025,False
5b3ec95cf,CA-015278,caltech,CA-051,CA-CA-051,caltech-5,5956,America/Los_Angeles,2018-06-08 06:29:13.409878,2018-06-08 08:02:45.279794,2018-06-08 07:57:47.973629,9.743,400.0,11.37,28.4,93,2018-06-08 08:02:45.279794,True
5b3234310,JP-015279,jpl,JP-005,JP-CA-005,jpl-0,8968,America/Los_Angeles,2018-05-12 13:20:18.850704,2018-05-12 17:00:54.795504,2018-05-12 15:16:52.297524,12.821,320.0,14.5,45.3,220,2018-05-12 17:00:54.795504,False
5b44f8e10,CA-015280,caltech,CA-014,CA-CA-014,caltech-1,3604,America/Los_Angeles,2018-06-04 09:34:56.704401,2018-06-04 14:38:52.578805,2018-06-04 10:14:40.412226,4.37,320.0,5.17,16.2,303,2018-06-04 14:38:52.578805,False
5b34e7801,JP-015281,jpl,JP-031,JP-CA-031,jpl-3,7661,America/Los_Angeles,2018-05-31 08:50:21.551996,2018-05-31 18:41:45.220669,2018-05-31 10:50:35.742486,13.226,350.0,13.44,38.4,591,2018-05-31 18:41:45.220669,False
5b250654e,JP-015282,jpl,JP-003,JP-CA-003,jpl-0,3739,America/Los_Angeles,2018-05-30 07:45:56.492133,2018-05-30 16:11:13.579344,2018-05-30 10:26:08.474055,17.622,250.0,19.13,76.5,505,2018-05-30 16:11:13.579344,True
5b4a0603f,CA-015283,caltech,CA-002,CA-CA-002,caltech-0,7296,America/Los_Angeles,2018-06-01 07:59:02.633675,2018-06-01 19:03:08.424731,2018-06-01 13:08:25.850022,34.033,350.0,37.21,106.3,664,2018-06-01 19:03:08.424731,False
5b49fd0cc,CA-015284,caltech,CA-006,CA-CA-006,caltech-0,5121,America/Los_Angeles,2018-05-23 09:32:10.458128,2018-05-23 12:47:37.924486,2018-05-23 10:50:07.113457,8.574,400.0,10.42,26.1,195,2018-05-23 12:47:37.924486,True
5b56515bf,CA-015285,caltech,CA-023,CA-CA-023,caltech-2,4528,America/Los_Angeles,2018-05-28 12:49:06.608112,2018-05-28 14:49:11.872071,2018-05-28 14:32:48.803639,11.407,400.0,11.97,29.9,120,2018-05-28 14:49:11.872071,False
5b2ff4261,CA-015286,caltech,CA-037,CA-CA-037,caltech-3,5865,America/Los_Angeles,2018-07-20 11:30:20.880624,2018-07-20 19:17:33.770743,2018-07-20 12:38:36.039182,7.508,250.0,8.73,34.9,467,2018-07-20 19:17:33.770743,True
5b2a692ae,CA-015287,caltech,CA-028,CA-CA-028,caltech-2,3222,America/Los_Angeles,2018-05-31 08:17:46.561308,2018-05-31 12:47:14.775297,2018-05-31 11:01:03.652513,17.961,350.0,19.62,56.1,269,2018-05-31 12:47:14.775297,True
5b3f0a7df,JP-015288,jpl,JP-052,JP-CA-052,jpl-5,3173,America/Los_Angeles,2018-06-20 08:26:54.756794,2018-06-20 20:18:30.903094,2018-06-20 10:38:12.496231,14.443,350.0,15.26,43.6,711,2018-06-20 20:18:30.903094,False
5b245b457,CA-015289,caltech,CA-052,CA-CA-052,caltech-5,1786,America/Los_Angeles,2018-07-03 08:47:42.105935,2018-07-03 16:40:17.645310,2018-07-03 12:30:33.247642,24.514,400.0,28.38,70.9,472,2018-07-03 16:40:17.645310,False
5b5933c2a,CA-015290,caltech,CA-044,CA-CA-044,caltech-4,5650,America/Los_Angeles,2018-05-23 11:37:03.681035,2018-05-23 15:27:16.809491,2018-05-23 12:53:16.646786,8.384,250.0,8.8,35.2,230,2018-05-23 15:27:16.809491,False
5b3236690,JP-015291,jpl,JP-017,JP-CA-017,jpl-1,4991,America/Los_Angeles,2018-05-10 08:13:28.305020,2018-05-10 15:08:24.339254,2018-05-10 09:06:56.968948,5.883,350.0,6.12,17.5,414,2018-05-10 15:08:24.339254,True
5b39fd170,JP-015292,jpl,JP-049,JP-CA-049,jpl-4,3580,America/Los_Angeles,2018-05-25 08:52:26.056812,2018-05-25 11:26:33.801441,2018-05-25 10:12:42.401398,8.83,290.0,9.39,32.4,154,2018-05-25 11:26:33.801441,True
5b5daee2c,JP-015293,jpl,JP-038,JP-CA-038,jpl-3,2252,America/Los_Angeles,2018-05-15 09:58:49.298834,2018-05-15 17:50:26.346568,2018-05-15 11:40:18.181577,11.163,320.0,11.25,35.2,471,2018-05-15 17:50:26.346568,False
5b349cb8e,CA-015294,caltech,CA-039,CA-CA-039,caltech-3,7035,America/Los_Angeles,2018-07-13 07:39:20.378627,2018-07-13 21:39:20.378627,2018-07-13 09:21:22.769719,11.224,400.0,12.14,30.3,840,2018-07-13 21:39:20.378627,True
5b51baac5,JP-015296,jpl,JP-018,JP-CA-018,jpl-1,3993,America/Los_Angeles,2018-07-09 13:53:39.177245,2018-07-09 21:53:51.772314,2018-07-09 16:17:46.297279,15.853,320.0,17.03,53.2,480,2018-07-09 21:53:51.772314,True
5b45add99,CA-015297,caltech,CA-023,CA-CA-023,caltech-2,3046,America/Los_Angeles,2018-05-09 08:30:28.173774,2018-05-09 11:04:42.899836,2018-05-09 09:05:54.630799,3.899,250.0,4.31,17.2,154,2018-05-09 11:04:42.899836,True
5b5da0f47,JP-015298,jpl,JP-004,JP-CA-004,jpl-0,2242,America/Los_Angeles,2018-06-07 13:54:49.688697,2018-06-07 19:37:01.146417,2018-06-07 15:20:35.267090,9.434,350.0,11.5,32.9,342,2018-06-07 19:37:01.146417,True
5b36acd01,CA-015300,caltech,CA-042,CA-CA-042,caltech-4,2616,America/Los_Angeles,2018-07-04 08:29:56.321251,2018-07-04 20:12:02.628292,2018-07-04 10:52:10.556091,15.646,320.0,16.44,51.4,702,2018-07-04 20:12:02.628292,True
5b3bfc11a,CA-015301,caltech,CA-041,CA-CA-041,caltech-4,5087,America/Los_Angeles,2018-07-19 08:33:54.567095,2018-07-19 11:41:43.363977,2018-07-19 10:22:58.263483,11.997,350.0,13.94,39.8,187,2018-07-19 11:41:43.363977,False
5b22a4c4a,JP-015302,jpl,JP-006,JP-CA-006,jpl-0,7110,America/Los_Angeles,2018-07-02 12:50:10.224851,2018-07-02 19:58:34.524469,2018-07-02 13:46:30.437263,6.197,400.0,6.61,16.5,428,2018-07-02 19:58:34.524469,False
5b56022fe,CA-015304,caltech,CA-031,CA-CA-031,caltech-3,4074,America/Los_Angeles,2018-07-17 10:40:35.569484,2018-07-17 18:04:17.984985,2018-07-17 12:57:03.365160,15.011,400.0,15.84,39.6,443,2018-07-17 18:04:17.984985,False
5b18a5408,JP-015305,jpl,JP-036,JP-CA-036,jpl-3,2067,America/Los_Angeles,2018-07-12 10:50:14.381473,2018-07-12 17:04:07.066885,2018-07-12 11:45:54.489755,6.124,250.0,7.29,29.1,373,2018-07-12 17:04:07.066885,True
5b484dfa3,JP-015306,jpl,JP-041,JP-CA-041,jpl-4,7959,America/Los_Angeles,2018-06-28 14:08:50.059759,2018-06-28 23:17:03.292910,2018-06-28 15:56:06.326316,11.8,320.0,12.57,39.3,548,2018-06-28 23:17:03.292910,True
5b4fabbae,CA-015308,caltech,CA-020,CA-CA-020,caltech-2,8479,America/Los_Angeles,2018-07-25 08:55:48.726046,2018-07-25 13:23:19.199792,2018-07-25 11:20:55.057886,15.962,350.0,17.23,49.2,267,2018-07-25 13:23:19.199792,False
5b26517cc,CA-015309,caltech,CA-034,CA-CA-034,caltech-3,6964,America/Los_Angeles,2018-05-29 09:06:09.260045,2018-05-29 11:51:28.442211,2018-05-29 09:54:17.724763,5.296,250.0,6.13,24.5,165,2018-05-29 11:51:28.442211,True
5b1c097eb,JP-015310,jpl,JP-017,JP-CA-017,jpl-1,7916,America/Los_Angeles,2018-06-06 07:41:44.824598,2018-06-06 10:30:37.014446,2018-06-06 09:22:18.031704,11.061,250.0,13.22,52.9,168,2018-06-06 10:30:37.014446,False
5b4e5ab57,JP-015311,jpl,JP-026,JP-CA-026,jpl-2,7767,America/Los_Angeles,2018-05-02 14:43:07.969820,2018-05-02 21:15:28.803205,2018-05-02 15:35:31.333307,5.763,400.0,6.19,15.5,392,2018-05-02 21:15:28.803205,True
5b35b3b14,CA-015314,caltech,CA-019,CA-CA-019,caltech-1,6423,America/Los_Angeles,2018-06-18 09:37:16.415286,2018-06-18 23:37:16.415286,2018-06-18 11:19:43.684276,11.27,350.0,13.76,39.3,840,2018-06-18 23:37:16.415286,True
5b3f8782c,CA-015315,caltech,CA-025,CA-CA-025,caltech-2,4938,America/Los_Angeles,2018-07-23 07:30:08.106570,2018-07-23 18:34:04.477275,2018-07-23 08:03:13.356481,3.64,320.0,4.12,12.9,663,2018-07-23 18:34:04.477275,True
5b23160d8,CA-015317,caltech,CA-016,CA-CA-016,caltech-1,4708,America/Los_Angeles,2018-05-23 09:22:34.872081,2018-05-23 14:11:10.886245,2018-05-23 10:33:41.418502,7.822,320.0,9.63,30.1,288,2018-05-23 14:11:10.886245,True
5b315f8e2,CA-015319,caltech,CA-014,CA-CA-014,caltech-1,8900,America/Los_Angeles,2018-06-14 09:21:44.695166,2018-06-14 17:34:47.031659,2018-06-14 10:45:34.355187,9.221,250.0,10.52,42.1,493,2018-06-14 17:34:47.031659,False
5b399f97d,CA-015321,caltech,CA-051,CA-CA-051,caltech-5,3668,America/Los_Angeles,2018-06-22 10:58:30.724029,2018-06-22 20:57:15.490402,2018-06-22 11:51:59.587876,5.883,320.0,6.43,20.1,598,2018-06-22 20:57:15.490402,False
5b2a768c6,CA-015322,caltech,CA-032,CA-CA-032,caltech-3,8148,America/Los_Angeles,2018-05-24 07:21:21.577111,2018-05-24 16:19:43.827767,2018-05-24 07:44:47.946923,2.578,400.0,3.2,8.0,538,2018-05-24 16:19:43.827767,False
5b1732e13,JP-015323,jpl,JP-052,JP-CA-052,jpl-5,1112,America/Los_Angeles,2018-07-07 08:47:00.140957,2018-07-07 11:15:52.398830,2018-07-07 10:33:33.252505,11.721,320.0,12.84,40.1,148,2018-07-07 11:15:52.398830,True
5b4dbe693,CA-015324,caltech,CA-018,CA-CA-018,caltech-1,1201,America/Los_Angeles,2018-05-10 12:04:35.561150,2018-05-10 21:11:39.442511,2018-05-10 12:35:55.109440,3.446,400.0,3.93,9.8,547,2018-05-10 21:11:39.442511,False
5b431ed51,CA-015325,caltech,CA-051,CA-CA-051,caltech-5,5989,America/Los_Angeles,2018-06-19 06:48:59.762527,2018-06-19 20:48:59.762527,2018-06-19 10:08:30.277131,21.946,320.0,23.82,74.4,840,2018-06-19 20:48:59.762527,True
5b31fa460,CA-015326,caltech,CA-036,CA-CA-036,caltech-3,4985,America/Los_Angeles,2018-06-06 09:17:21.851096,2018-06-06 14:56:23.529804,2018-06-06 10:33:58.247343,8.427,350.0,8.6,24.6,339,2018-06-06 14:56:23.529804,False
5b5e6ab37,JP-015327,jpl,JP-051,JP-CA-051,jpl-5,4969,America/Los_Angeles,2018-06-26 08:24:46.799502,2018-06-26 13:09:00.969859,2018-06-26 09:27:03.878931,6.851,290.0,7.05,24.3,284,2018-06-26 13:09:00.969859,True
5b4ab835b,JP-015328,jpl,JP-040,JP-CA-040,jpl-4,8073,America/Los_Angeles,2018-05-20 11:26:18.004570,2018-05-20 13:26:34.775789,2018-05-20 13:23:27.149342,12.887,350.0,20.44,58.4,120,2018-05-20 13:26:34.775789,True
5b487128d,CA-015329,caltech,CA-053,CA-CA-053,caltech-5,2943,America/Los_Angeles,2018-07-02 07:44:44.979379,2018-07-02 14:22:04.820048,2018-07-02 09:14:51.303873,9.912,250.0,11.9,47.6,397,2018-07-02 14:22:04.820048,False
5b57ca91b,CA-015330,caltech,CA-017,CA-CA-017,caltech-1,4127,America/Los_Angeles,2018-06-27 08:54:53.313439,2018-06-27 17:26:09.495257,2018-06-27 09:34:31.624093,4.36,350.0,4.82,13.8,511,2018-06-27 17:26:09.495257,False
5b4716f53,JP-015332,jpl,JP-001,JP-CA-001,jpl-0,8775,America/Los_Angeles,2018-07-06 10:35:27.702452,2018-07-06 19:01:44.281248,2018-07-06 10:53:23.271690,1.972,400.0,2.12,5.3,506,2018-07-06 19:01:44.281248,True
5b4f410c3,JP-015333,jpl,JP-031,JP-CA-031,jpl-3,5999,America/Los_Angeles,2018-07-26 08:21:20.190680,2018-07-26 10:05:04.302717,2018-07-26 10:00:22.361430,10.894,250.0,12.18,48.7,103,2018-07-26 10:05:04.302717,True
5b47280d6,CA-015334,caltech,CA-046,CA-CA-046,caltech-4,2076,America/Los_Angeles,2018-06-21 07:43:06.380448,2018-06-21 19:05:53.387755,2018-06-21 08:28:51.051890,5.032,320.0,6.23,19.5,682,2018-06-21 19:05:53.387755,False
5b2d84ea4,CA-015336,caltech,CA-025,CA-CA-025,caltech-2,4825,America/Los_Angeles,2018-06-17 12:41:06.042077,2018-06-17 14:49:48.498944,2018-06-17 13:59:05.059106,8.578,320.0,10.58,33.1,128,2018-06-17 14:49:48.498944,False
5b430ee8f,CA-015337,caltech,CA-051,CA-CA-051,caltech-5,1865,America/Los_Angeles,2018-07-16 05:32:25.044372,2018-07-16 13:07:56.405530,2018-07-16 06:38:18.820185,7.249,400.0,7.42,18.6,455,2018-07-16 13:07:56.405530,False
5b14fe5a3,JP-015338,jpl,JP-032,JP-CA-032,jpl-3,1380,America/Los_Angeles,2018-05-01 07:31:58.087959,2018-05-01 09:08:12.011823,2018-05-01 09:04:19.364738,10.159,250.0,15.64,62.5,96,2018-05-01 09:08:12.011823,False
5b5756c3d,CA-015339,caltech,CA-052,CA-CA-052,caltech-5,8309,America/Los_Angeles,2018-05-18 06:56:30.942922,2018-05-18 11:03:29.675792,2018-05-18 08:33:27.765503,10.664,320.0,13.1,40.9,246,2018-05-18 11:03:29.675792,True
5b410fdcd,CA-015340,caltech,CA-025,CA-CA-025,caltech-2,8972,America/Los_Angeles,2018-05-16 10:28:55.350629,2018-05-16 16:15:28.754641,2018-05-16 11:54:16.197249,9.388,290.0,9.83,33.9,346,2018-05-16 16:15:28.754641,False
5b1619be8,CA-015341,caltech,CA-011,CA-CA-011,caltech-1,3695,America/Los_Angeles,2018-07-26 14:56:23.006741,2018-07-26 16:27:29.909918,2018-07-26 15:56:00.753949,6.559,400.0,6.76,16.9,91,2018-07-26 16:27:29.909918,True
5b4ace074,CA-015342,caltech,CA-054,CA-CA-054,caltech-5,8817,America/Los_Angeles,2018-07-05 09:20:30.892777,2018-07-05 15:47:06.590925,2018-07-05 09:56:15.941484,3.933,350.0,4.16,11.9,386,2018-07-05 15:47:06.590925,False
5b3470dab,CA-015345,caltech,CA-003,CA-CA-003,caltech-0,5926,America/Los_Angeles,2018-05-31 17:57:03.560176,2018-05-31 20:40:57.816744,2018-05-31 19:27:39.631398,9.966,350.0,11.15,31.9,163,2018-05-31 20:40:57.816744,True
5b2f9425d,JP-015346,jpl,JP-015,JP-CA-015,jpl-1,4475,America/Los_Angeles,2018-06-15 07:39:57.115949,2018-06-15 09:47:44.763761,2018-06-15 08:49:42.264719,7.673,400.0,9.48,23.7,127,2018-06-15 09:47:44.763761,True
5b33e6afc,CA-015347,caltech,CA-004,CA-CA-004,caltech-0,4220,America/Los_Angeles,2018-07-17 07:49:31.945657,2018-07-17 11:58:08.742341,2018-07-17 08:30:28.675325,4.504,400.0,4.86,12.2,248,2018-07-17 11:58:08.742341,False
5b1253283,CA-015348,caltech,CA-052,CA-CA-052,caltech-5,8237,America/Los_Angeles,2018-05-11 08:18:01.949344,2018-05-11 14:37:05.062385,2018-05-11 09:36:05.704393,8.587,250.0,9.32,37.3,379,2018-05-11 14:37:05.062385,True
5b3b20397,JP-015350,jpl,JP-037,JP-CA-037,jpl-3,7737,America/Los_Angeles,2018-06-06 07:49:49.270106,2018-06-06 11:29:19.693013,2018-06-06 09:14:19.587320,9.296,290.0,10.0,34.5,219,2018-06-06 11:29:19.693013,True
5b16bab51,JP-015351,jpl,JP-053,JP-CA-053,jpl-5,8741,America/Los_Angeles,2018-06-05 15:59:46.622692,2018-06-06 00:04:06.323866,2018-06-05 18:41:32.994223,17.795,400.0,19.43,48.6,484,2018-06-06 00:04:06.323866,False
5b17c1c2b,JP-015355,jpl,JP-005,JP-CA-005,jpl-0,7242,America/Los_Angeles,2018-07-18 14:53:54.999300,2018-07-18 22:18:32.188997,2018-07-18 16:33:33.522472,10.961,290.0,12.51,43.1,444,2018-07-18 22:18:32.188997,False
5b595f105,JP-015356,jpl,JP-051,JP-CA-051,jpl-5,6830,America/Los_Angeles,2018-07-27 08:08:34.518892,2018-07-27 15:58:13.994225,2018-07-27 11:40:09.052094,23.273,320.0,23.91,74.7,469,2018-07-27 15:58:13.994225,False
5bf27b25,CA-015357,caltech,CA-029,CA-CA-029,caltech-2,1047,America/Los_Angeles,2018-07-19 09:35:35.082532,2018-07-19 23:14:16.315563,2018-07-19 10:51:31.997998,8.354,320.0,8.82,27.6,818,2018-07-19 23:14:16.315563,True
5b3f5de4f,CA-015359,caltech,CA-046,CA-CA-046,caltech-4,1330,America/Los_Angeles,2018-06-25 08:25:23.506038,2018-06-25 10:10:42.909568,2018-06-25 09:24:27.842773,6.498,290.0,6.6,22.8,105,2018-06-25 10:10:42.909568,True
5b5f05742,JP-015360,jpl,JP-005,JP-CA-005,jpl-0,8126,America/Los_Angeles,2018-05-25 09:44:33.790501,2018-05-25 14:19:53.766102,2018-05-25 10:52:18.197028,7.451,400.0,9.14,22.9,275,2018-05-25 14:19:53.766102,True
5b5ca946d,CA-015361,caltech,CA-030,CA-CA-030,caltech-3,7145,America/Los_Angeles,2018-06-08 10:25:45.467617,2018-06-08 11:11:22.047195,2018-06-08 11:08:08.618678,4.662,320.0,10.36,32.4,45,2018-06-08 11:11:22.047195,False
5b53e97cd,CA-015362,caltech,CA-025,CA-CA-025,caltech-2,2773,America/Los_Angeles,2018-05-08 10:21:16.395944,2018-05-08 19:22:31.121915,2018-05-08 11:44:39.231214,9.172,350.0,10.46,29.9,541,2018-05-08 19:22:31.121915,True
5b2fe3436,JP-015363,jpl,JP-009,JP-CA-009,jpl-0,2487,America/Los_Angeles,2018-06-06 09:00:51.775272,2018-06-06 15:40:09.116849,2018-06-06 10:11:23.666504,7.758,350.0,8.49,24.3,399,2018-06-06 15:40:09.116849,True
5b428d426,JP-015364,jpl,JP-007,JP-CA-007,jpl-0,6599,America/Los_Angeles,2018-07-12 08:47:44.650950,2018-07-12 22:12:57.582988,2018-07-12 10:32:12.979571,11.492,250.0,11.6,46.4,805,2018-07-12 22:12:57.582988,True
5b23c3339,JP-015365,jpl,JP-034,JP-CA-034,jpl-3,1278,America/Los_Angeles,2018-07-03 08:17:46.418804,2018-07-03 10:41:23.697068,2018-07-03 09:23:18.864508,7.209,320.0,8.58,26.8,143,2018-07-03 10:41:23.697068,True
5b5231f6a,JP-015366,jpl,JP-047,JP-CA-047,jpl-4,6477,America/Los_Angeles,2018-06-21 10:39:17.520987,2018-06-21 13:11:47.690374,2018-06-21 11:32:29.208545,5.851,250.0,7.05,28.2,152,2018-06-21 13:11:47.690374,False
